game_pk,away_runs_through5,home_runs_through5,home_leading_after5,tied_after5
717568,6,0,0,0
717560,7,5,0,0
717569,0,0,0,1
717564,0,0,0,1
717565,0,2,1,0
717566,6,0,0,0
717567,3,1,0,0
717572,11,3,0,0
717559,0,6,1,0
717557,0,0,0,1
717563,2,1,0,0
717561,8,0,0,0
717562,4,3,0,0
717555,1,0,0,0
717556,2,3,1,0
717558,3,11,1,0
717554,2,3,1,0
717552,3,5,1,0
717553,5,2,0,0
717549,5,0,0,0
717551,1,5,1,0
717548,3,4,1,0
717550,3,2,0,0
717539,1,1,0,1
717545,0,11,1,0
717547,5,2,0,0
717542,0,3,1,0
717541,1,0,0,0
717543,4,19,1,0
717540,6,0,0,0
717538,3,2,0,0
717535,0,4,1,0
717536,0,6,1,0
717546,2,0,0,0
717537,3,5,1,0
717534,0,2,1,0
717544,0,0,0,1
717533,0,1,1,0
717529,1,0,0,0
717528,5,3,0,0
717532,2,4,1,0
717531,3,2,0,0
717530,2,3,1,0
717526,0,2,1,0
717527,1,7,1,0
717524,0,2,1,0
717520,0,1,1,0
717523,8,4,0,0
717522,2,4,1,0
717518,5,3,0,0
717519,6,5,0,0
717521,6,1,0,0
717525,1,5,1,0
717514,10,9,0,0
717511,6,3,0,0
717517,3,1,0,0
717515,2,2,0,1
717513,3,2,0,0
717512,4,0,0,0
717510,2,3,1,0
717505,0,4,1,0
717516,1,2,1,0
717506,1,5,1,0
717507,6,2,0,0
717508,3,4,1,0
717502,0,7,1,0
717501,4,1,0,0
717500,2,6,1,0
717504,0,3,1,0
717498,4,4,0,1
717499,1,0,0,0
717503,4,1,0,0
717509,3,0,0,0
717494,0,0,0,1
717497,1,2,1,0
717495,4,2,0,0
717496,2,0,0,0
717492,5,6,1,0
717489,2,5,1,0
717485,5,0,0,0
717491,5,4,0,0
717488,6,6,0,1
717493,5,1,0,0
717487,0,2,1,0
717484,0,3,1,0
717486,5,0,0,0
717482,0,3,1,0
717483,1,1,0,1
717478,2,2,0,1
717490,0,2,1,0
717477,0,0,0,1
717479,4,6,1,0
717480,3,4,1,0
717481,1,2,1,0
717476,0,7,1,0
717474,1,4,1,0
717468,0,0,0,1
717472,1,1,0,1
717473,0,0,0,1
717475,13,0,0,0
717469,1,1,0,1
717471,5,3,0,0
717467,3,0,0,0
717470,8,0,0,0
717462,2,2,0,1
717457,7,1,0,0
717460,2,1,0,0
717466,0,3,1,0
717465,4,1,0,0
717464,2,0,0,0
717463,0,3,1,0
717461,1,5,1,0
717453,9,1,0,0
717458,0,0,0,1
717455,5,1,0,0
717459,2,6,1,0
717452,1,5,1,0
717454,3,3,0,1
717456,3,5,1,0
717448,2,0,0,0
717447,1,6,1,0
717442,0,2,1,0
717446,6,1,0,0
717445,2,0,0,0
717451,2,5,1,0
717450,2,8,1,0
717443,1,6,1,0
717449,1,9,1,0
717439,0,0,0,1
717438,3,4,1,0
717444,5,5,0,1
717440,2,2,0,1
717441,4,0,0,0
717437,0,8,1,0
717436,0,3,1,0
717432,0,2,1,0
717435,3,1,0,0
717433,1,1,0,1
717434,1,1,0,1
717431,0,3,1,0
717429,2,8,1,0
717426,2,5,1,0
717430,3,0,0,0
717428,8,1,0,0
717424,2,1,0,0
717427,0,1,1,0
717422,0,1,1,0
717425,3,2,0,0
717423,0,5,1,0
717418,3,1,0,0
717416,2,2,0,1
717407,4,4,0,1
717417,1,3,1,0
717420,1,2,1,0
717413,3,0,0,0
717412,0,0,0,1
717414,0,4,1,0
717419,5,2,0,0
717415,4,2,0,0
717410,2,4,1,0
717405,4,4,0,1
717409,3,3,0,1
717406,3,2,0,0
717411,2,1,0,0
717408,3,0,0,0
717397,2,4,1,0
717393,1,2,1,0
717403,1,8,1,0
717404,2,3,1,0
717402,0,2,1,0
717398,1,1,0,1
717401,5,4,0,0
717399,7,6,0,0
717392,2,0,0,0
717400,1,1,0,1
717396,4,7,1,0
717395,4,4,0,1
717394,6,1,0,0
717389,4,3,0,0
717390,6,0,0,0
717388,3,1,0,0
717387,3,1,0,0
717391,6,1,0,0
717384,0,5,1,0
717386,2,3,1,0
717383,2,3,1,0
717382,0,7,1,0
717380,1,4,1,0
717376,6,0,0,0
717377,3,2,0,0
717378,0,1,1,0
717379,2,3,1,0
717373,0,2,1,0
717385,0,1,1,0
717381,1,3,1,0
717372,1,4,1,0
717371,3,0,0,0
717375,1,1,0,1
717374,2,3,1,0
717370,4,1,0,0
717367,2,0,0,0
717368,0,2,1,0
717369,0,0,0,1
717366,2,0,0,0
717365,2,4,1,0
717363,2,4,1,0
717361,5,1,0,0
717364,8,0,0,0
717362,6,1,0,0
717359,4,8,1,0
717358,8,11,1,0
717357,1,0,0,0
717353,3,1,0,0
717354,0,1,1,0
717356,5,7,1,0
717355,3,4,1,0
717352,1,5,1,0
717349,0,3,1,0
717350,7,3,0,0
717360,7,8,1,0
717348,4,2,0,0
717343,5,8,1,0
717346,0,1,1,0
717351,2,4,1,0
717345,1,0,0,0
717344,4,6,1,0
717347,3,3,0,1
717338,2,0,0,0
717339,0,6,1,0
717342,1,3,1,0
717341,0,5,1,0
717340,3,1,0,0
717336,1,2,1,0
717333,1,2,1,0
717335,3,0,0,0
717337,0,0,0,1
717334,0,5,1,0
717329,3,0,0,0
717331,0,1,1,0
717330,2,1,0,0
717332,3,0,0,0
717327,0,2,1,0
717328,3,1,0,0
717322,7,1,0,0
717323,0,1,1,0
717325,1,4,1,0
717317,5,1,0,0
717320,0,1,1,0
717319,6,0,0,0
717326,3,5,1,0
717318,3,5,1,0
717321,3,9,1,0
717324,4,3,0,0
717315,1,4,1,0
717316,4,4,0,1
717314,2,7,1,0
717313,6,2,0,0
717312,4,8,1,0
717310,5,4,0,0
717311,1,0,0,0
717304,2,2,0,1
717306,0,3,1,0
717308,5,5,0,1
717305,10,3,0,0
717303,0,0,0,1
717300,5,0,0,0
717301,5,4,0,0
717299,10,3,0,0
717307,1,10,1,0
717309,3,3,0,1
717302,0,0,0,1
717293,2,1,0,0
717296,3,2,0,0
717295,0,0,0,1
717297,2,0,0,0
717288,0,3,1,0
717290,0,6,1,0
717294,1,5,1,0
717289,3,3,0,1
717291,3,3,0,1
717283,3,3,0,1
717292,1,0,0,0
717285,3,0,0,0
717287,1,2,1,0
717286,0,7,1,0
717284,4,8,1,0
717279,1,1,0,1
717278,1,6,1,0
717281,2,2,0,1
717298,0,5,1,0
717280,1,1,0,1
717282,2,0,0,0
717277,2,0,0,0
717275,1,2,1,0
717274,6,6,0,1
717273,2,1,0,0
717276,8,3,0,0
717268,5,2,0,0
717271,2,2,0,1
717265,4,2,0,0
717267,2,1,0,0
717270,1,3,1,0
717269,4,1,0,0
717266,4,0,0,0
717260,1,4,1,0
717261,1,5,1,0
717264,2,5,1,0
717255,0,2,1,0
717263,5,1,0,0
717262,2,0,0,0
717258,1,2,1,0
717259,1,0,0,0
717272,0,1,1,0
717256,3,2,0,0
717257,3,1,0,0
717252,6,1,0,0
717249,1,7,1,0
717250,7,3,0,0
717254,0,0,0,1
717244,2,2,0,1
717246,2,1,0,0
717253,5,0,0,0
717245,3,4,1,0
717248,1,3,1,0
717242,0,0,0,1
717239,13,3,0,0
717240,8,7,0,0
717251,3,3,0,1
717247,7,2,0,0
717243,3,0,0,0
717241,0,0,0,1
717238,6,1,0,0
717233,4,3,0,0
717236,1,4,1,0
717234,2,1,0,0
717237,0,0,0,1
717235,1,2,1,0
717230,0,3,1,0
717228,0,1,1,0
717231,4,6,1,0
717229,3,3,0,1
717232,2,1,0,0
717226,1,2,1,0
717227,7,1,0,0
717223,4,0,0,0
717224,0,3,1,0
717225,3,2,0,0
717220,2,0,0,0
717222,1,2,1,0
717218,3,0,0,0
717216,4,7,1,0
717215,8,4,0,0
717207,3,6,1,0
717217,0,3,1,0
717221,0,1,1,0
717213,4,1,0,0
717214,0,8,1,0
717219,4,3,0,0
717211,1,9,1,0
717212,6,2,0,0
717210,3,3,0,1
717209,0,4,1,0
717205,0,2,1,0
717201,1,1,0,1
717208,2,0,0,0
717206,3,5,1,0
717203,1,5,1,0
717202,4,4,0,1
717196,6,2,0,0
717198,1,2,1,0
717204,3,0,0,0
717195,0,3,1,0
717199,0,2,1,0
717197,0,2,1,0
717194,7,0,0,0
717193,3,0,0,0
717191,1,4,1,0
717200,3,9,1,0
717189,2,2,0,1
717185,5,1,0,0
717192,1,2,1,0
717186,4,1,0,0
717187,2,1,0,0
717188,6,4,0,0
717184,2,0,0,0
717179,1,2,1,0
717181,1,1,0,1
717190,0,2,1,0
717182,0,1,1,0
717178,0,4,1,0
717175,5,0,0,0
717183,5,3,0,0
717177,3,3,0,1
717176,1,2,1,0
717174,1,0,0,0
717173,3,13,1,0
717168,0,1,1,0
717172,0,2,1,0
717170,1,1,0,1
717169,5,1,0,0
717167,5,3,0,0
717180,1,0,0,0
717171,0,4,1,0
717165,1,9,1,0
717166,4,2,0,0
717162,1,1,0,1
717163,2,2,0,1
717158,3,1,0,0
717161,3,0,0,0
717159,2,0,0,0
717160,2,5,1,0
717157,1,1,0,1
717155,0,7,1,0
717153,5,5,0,1
717152,0,9,1,0
717156,0,3,1,0
717164,2,2,0,1
717154,1,8,1,0
717147,2,1,0,0
717149,3,4,1,0
717148,0,3,1,0
717150,3,0,0,0
717151,0,1,1,0
717142,2,3,1,0
717143,1,8,1,0
717145,4,1,0,0
717146,2,4,1,0
717144,0,0,0,1
717137,0,2,1,0
717141,7,0,0,0
717139,0,3,1,0
717135,4,0,0,0
717134,0,2,1,0
717140,2,4,1,0
717138,5,2,0,0
717136,4,2,0,0
717132,2,4,1,0
717133,2,3,1,0
717128,2,1,0,0
717131,6,3,0,0
717127,8,3,0,0
717130,7,7,0,1
717129,1,2,1,0
717126,1,2,1,0
717122,1,3,1,0
717121,2,7,1,0
717124,5,7,1,0
717120,5,0,0,0
717125,3,3,0,1
717123,6,5,0,0
717114,2,5,1,0
717117,0,1,1,0
717118,1,9,1,0
717115,3,0,0,0
717116,2,1,0,0
717119,1,4,1,0
717112,3,1,0,0
717109,2,1,0,0
717108,2,3,1,0
717107,0,1,1,0
717111,11,1,0,0
717113,4,7,1,0
717110,5,5,0,1
717104,5,3,0,0
717103,6,3,0,0
717106,1,0,0,0
717105,2,0,0,0
717099,1,0,0,0
717098,3,5,1,0
717102,0,4,1,0
717101,1,1,0,1
717100,6,4,0,0
717093,6,1,0,0
717094,8,5,0,0
717091,8,0,0,0
717097,1,4,1,0
717095,5,7,1,0
717089,0,2,1,0
717092,2,5,1,0
717087,0,0,0,1
717088,0,2,1,0
717086,1,5,1,0
717090,1,0,0,0
717081,2,3,1,0
717096,2,4,1,0
717082,3,6,1,0
717085,1,0,0,0
717076,0,3,1,0
717083,1,2,1,0
717084,2,6,1,0
717079,3,6,1,0
717077,3,2,0,0
717080,2,2,0,1
717074,0,1,1,0
717075,4,1,0,0
717078,1,1,0,1
717068,3,5,1,0
717073,4,0,0,0
717072,0,1,1,0
717069,4,1,0,0
717070,1,3,1,0
717065,4,5,1,0
717063,0,1,1,0
717064,5,3,0,0
717061,3,5,1,0
717066,0,6,1,0
717067,3,2,0,0
717058,4,4,0,1
717059,2,4,1,0
717062,2,2,0,1
717060,1,0,0,0
717054,1,5,1,0
717071,1,0,0,0
717057,0,0,0,1
717055,1,1,0,1
717053,1,2,1,0
717056,4,3,0,0
717052,1,4,1,0
717050,0,0,0,1
717048,2,0,0,0
717049,0,0,0,1
717051,0,2,1,0
717045,1,0,0,0
717038,2,3,1,0
717047,7,3,0,0
717043,2,4,1,0
717046,6,0,0,0
717044,2,9,1,0
717041,6,1,0,0
717042,2,4,1,0
717040,5,0,0,0
717037,2,10,1,0
717039,5,9,1,0
717036,4,5,1,0
717035,6,1,0,0
717032,1,2,1,0
717034,1,8,1,0
717031,0,0,0,1
717021,1,0,0,0
717026,4,3,0,0
717033,4,1,0,0
717024,1,1,0,1
717025,0,3,1,0
717028,3,0,0,0
717030,1,1,0,1
717019,4,2,0,0
717022,1,7,1,0
717023,0,1,1,0
717020,0,3,1,0
717029,6,2,0,0
717017,1,3,1,0
717018,0,0,0,1
717027,3,4,1,0
717014,2,6,1,0
717016,5,1,0,0
717015,2,1,0,0
717009,2,0,0,0
717012,2,8,1,0
717010,9,1,0,0
717011,6,1,0,0
717004,1,0,0,0
717006,2,0,0,0
717008,0,1,1,0
717007,3,4,1,0
717003,3,2,0,0
717005,1,2,1,0
717013,3,7,1,0
717000,0,2,1,0
717002,2,6,1,0
717001,2,8,1,0
716995,2,3,1,0
716997,0,5,1,0
716994,0,4,1,0
716998,2,1,0,0
716996,4,0,0,0
716999,5,1,0,0
716992,2,0,0,0
716991,4,5,1,0
716993,5,4,0,0
716990,0,0,0,1
716988,1,1,0,1
716987,0,5,1,0
716983,2,0,0,0
716984,0,5,1,0
716985,1,4,1,0
716986,3,3,0,1
716981,7,5,0,0
716978,2,1,0,0
716980,0,10,1,0
716989,0,0,0,1
716979,1,1,0,1
716974,2,6,1,0
716976,3,4,1,0
716977,2,3,1,0
716975,5,0,0,0
716973,2,6,1,0
716972,6,5,0,0
716969,6,0,0,0
716982,0,2,1,0
716967,5,4,0,0
716970,0,2,1,0
716971,1,0,0,0
716968,3,0,0,0
716963,4,3,0,0
716965,1,3,1,0
716962,1,4,1,0
716964,1,1,0,1
716966,1,6,1,0
716958,3,0,0,0
716957,3,1,0,0
716961,0,0,0,1
716959,1,0,0,0
716955,2,3,1,0
716956,3,1,0,0
716954,0,0,0,1
716960,6,7,1,0
716953,7,1,0,0
716949,0,3,1,0
716950,3,3,0,1
716948,1,0,0,0
716951,0,2,1,0
716952,2,0,0,0
716947,1,9,1,0
716945,5,5,0,1
716944,9,4,0,0
716942,0,0,0,1
716946,11,3,0,0
716943,6,0,0,0
716937,1,6,1,0
716909,1,0,0,0
716926,1,3,1,0
716919,5,3,0,0
716931,3,1,0,0
716941,0,2,1,0
716938,2,1,0,0
716915,5,7,1,0
716925,6,1,0,0
716935,4,3,0,0
716939,3,2,0,0
716932,6,2,0,0
716936,0,2,1,0
716940,7,1,0,0
716934,4,4,0,1
716933,4,7,1,0
716930,2,1,0,0
716920,7,5,0,0
716927,3,2,0,0
716928,1,1,0,1
716922,2,1,0,0
716924,9,2,0,0
716923,0,1,1,0
716921,2,3,1,0
716917,1,3,1,0
716918,3,1,0,0
716916,2,5,1,0
716914,7,0,0,0
716929,0,4,1,0
716913,4,0,0,0
716911,2,6,1,0
716912,1,8,1,0
716910,7,4,0,0
716908,3,7,1,0
716905,7,1,0,0
716904,1,3,1,0
716906,0,0,0,1
716907,0,6,1,0
716903,4,3,0,0
716896,6,7,1,0
716898,2,3,1,0
716899,3,2,0,0
716901,1,6,1,0
716902,3,3,0,1
716900,1,1,0,1
716897,3,2,0,0
716891,0,3,1,0
716895,0,3,1,0
716893,4,1,0,0
716894,3,2,0,0
716892,4,3,0,0
716888,4,5,1,0
716889,0,5,1,0
716887,3,0,0,0
716886,5,2,0,0
716885,4,0,0,0
716881,0,1,1,0
716882,5,3,0,0
716884,4,0,0,0
716879,4,0,0,0
716890,4,3,0,0
716883,0,1,1,0
716880,1,2,1,0
716874,0,2,1,0
716877,0,6,1,0
716875,4,1,0,0
716876,0,1,1,0
716878,4,4,0,1
716872,1,3,1,0
716869,3,2,0,0
716873,11,1,0,0
716871,7,2,0,0
716870,3,3,0,1
716865,2,5,1,0
716867,5,3,0,0
716864,3,5,1,0
716868,0,0,0,1
716858,1,0,0,0
716863,1,0,0,0
716854,1,0,0,0
716859,4,2,0,0
716862,0,2,1,0
716861,2,4,1,0
716860,3,1,0,0
716866,0,3,1,0
716855,2,1,0,0
716856,9,4,0,0
716850,1,4,1,0
716857,1,5,1,0
716851,1,5,1,0
716853,3,6,1,0
716852,3,0,0,0
716846,2,5,1,0
716848,3,2,0,0
716849,4,2,0,0
716832,1,11,1,0
716844,1,0,0,0
716845,0,3,1,0
716843,4,2,0,0
716837,2,1,0,0
716840,5,2,0,0
716841,0,6,1,0
716838,1,5,1,0
716842,8,1,0,0
716839,1,1,0,1
716847,1,4,1,0
716833,0,4,1,0
716829,0,1,1,0
716836,2,1,0,0
716831,2,0,0,0
716834,6,1,0,0
716835,0,2,1,0
716825,4,3,0,0
716830,3,0,0,0
716827,1,2,1,0
716828,4,2,0,0
716824,5,0,0,0
716826,0,3,1,0
716822,4,2,0,0
716821,0,1,1,0
716820,0,3,1,0
716819,3,6,1,0
716817,3,5,1,0
716808,1,0,0,0
716815,0,4,1,0
716816,3,6,1,0
716814,3,4,1,0
716818,0,3,1,0
716813,6,10,1,0
716809,0,0,0,1
716810,5,2,0,0
716811,2,0,0,0
716812,4,4,0,1
716804,0,6,1,0
716823,0,3,1,0
716805,4,3,0,0
716806,4,2,0,0
716807,1,2,1,0
716795,2,0,0,0
716800,1,1,0,1
716801,5,1,0,0
716802,3,1,0,0
716799,0,0,0,1
716796,3,1,0,0
716797,3,2,0,0
716798,0,1,1,0
716793,0,1,1,0
716791,3,1,0,0
716790,3,1,0,0
716803,0,5,1,0
716792,1,7,1,0
716787,5,3,0,0
716786,7,5,0,0
716784,0,2,1,0
716782,3,3,0,1
716779,1,2,1,0
716785,0,4,1,0
716789,0,0,0,1
716794,7,0,0,0
716788,3,3,0,1
716783,1,3,1,0
716778,0,0,0,1
716781,6,1,0,0
716780,3,1,0,0
716773,3,1,0,0
716774,0,6,1,0
716775,0,3,1,0
716776,5,1,0,0
716777,7,0,0,0
716768,7,4,0,0
716770,2,1,0,0
716771,3,3,0,1
716769,1,0,0,0
716767,2,1,0,0
716772,0,1,1,0
716764,0,7,1,0
716762,2,1,0,0
716763,6,2,0,0
716765,1,3,1,0
716766,1,0,0,0
716759,2,2,0,1
716756,1,2,1,0
716758,0,5,1,0
716761,2,6,1,0
716757,5,0,0,0
716760,9,2,0,0
716755,1,2,1,0
716754,4,4,0,1
716753,0,0,0,1
716750,8,1,0,0
716751,4,3,0,0
716749,8,0,0,0
716746,5,4,0,0
716744,3,4,1,0
716752,6,5,0,0
716745,2,7,1,0
716747,6,2,0,0
716748,5,8,1,0
716743,0,3,1,0
716741,1,1,0,1
716738,3,4,1,0
716736,0,2,1,0
716740,3,4,1,0
716742,3,5,1,0
716739,3,0,0,0
716734,2,2,0,1
716733,3,5,1,0
716737,3,3,0,1
716730,5,5,0,1
716731,3,0,0,0
716732,4,4,0,1
716728,0,4,1,0
716729,2,2,0,1
716725,0,2,1,0
716735,0,1,1,0
716681,0,12,1,0
716723,0,1,1,0
716724,3,4,1,0
716726,3,1,0,0
716721,1,4,1,0
716727,2,5,1,0
716722,1,3,1,0
716719,9,1,0,0
716718,2,4,1,0
716720,9,4,0,0
716713,3,2,0,0
716717,2,3,1,0
716714,7,0,0,0
716712,5,1,0,0
716716,2,5,1,0
716710,2,3,1,0
716715,9,1,0,0
716711,0,1,1,0
716709,6,1,0,0
716708,3,4,1,0
716704,6,4,0,0
716705,9,1,0,0
716706,2,0,0,0
716702,3,2,0,0
716707,0,0,0,1
716703,0,3,1,0
716697,3,1,0,0
716700,1,2,1,0
716699,0,6,1,0
716698,1,2,1,0
716692,5,10,1,0
716691,5,0,0,0
716693,7,2,0,0
716696,1,3,1,0
716695,1,9,1,0
716701,2,0,0,0
716694,1,4,1,0
716689,6,2,0,0
716688,1,2,1,0
716687,8,2,0,0
716690,5,2,0,0
716683,1,0,0,0
716682,3,0,0,0
716686,8,3,0,0
716680,3,4,1,0
716685,3,1,0,0
716684,0,0,0,1
716678,0,0,0,1
716677,6,4,0,0
716671,4,2,0,0
716675,0,0,0,1
716676,4,5,1,0
716679,0,2,1,0
716670,2,2,0,1
716673,1,0,0,0
716672,1,0,0,0
716674,0,8,1,0
716665,3,3,0,1
716669,6,1,0,0
716666,2,2,0,1
716667,2,1,0,0
716668,3,0,0,0
716659,2,2,0,1
716654,2,3,1,0
716660,1,1,0,1
716661,1,3,1,0
716662,1,3,1,0
716656,4,3,0,0
716664,7,6,0,0
716653,4,8,1,0
716658,0,1,1,0
716655,4,3,0,0
716657,0,0,0,1
716649,4,7,1,0
716651,6,3,0,0
716663,0,6,1,0
716650,2,4,1,0
716643,0,3,1,0
716645,3,5,1,0
716648,1,3,1,0
716652,3,4,1,0
716647,6,2,0,0
716644,0,0,0,1
716646,0,0,0,1
716641,0,0,0,1
716642,1,2,1,0
716640,0,4,1,0
716639,0,0,0,1
716638,1,5,1,0
716637,4,5,1,0
716633,1,2,1,0
716634,3,6,1,0
716590,3,7,1,0
716635,4,1,0,0
716636,5,8,1,0
716630,3,2,0,0
716627,2,3,1,0
716629,5,1,0,0
716626,0,6,1,0
716624,2,0,0,0
716625,2,1,0,0
716623,3,3,0,1
716632,2,3,1,0
716622,4,7,1,0
716628,0,2,1,0
716631,9,1,0,0
716612,1,1,0,1
716611,1,5,1,0
716620,1,4,1,0
716621,3,2,0,0
716617,5,5,0,1
716618,6,1,0,0
716616,2,0,0,0
716615,1,6,1,0
716613,2,1,0,0
716610,1,2,1,0
716614,5,2,0,0
716609,2,4,1,0
716606,0,8,1,0
716619,1,1,0,1
716608,2,7,1,0
716607,4,4,0,1
716599,3,5,1,0
716605,5,1,0,0
716602,2,3,1,0
716600,2,7,1,0
716604,1,0,0,0
716601,4,3,0,0
716603,4,1,0,0
716594,6,0,0,0
716595,0,4,1,0
716596,0,5,1,0
716598,2,0,0,0
716592,1,0,0,0
716589,4,0,0,0
716597,0,1,1,0
716591,0,2,1,0
716584,0,3,1,0
716593,5,4,0,0
716585,2,3,1,0
716588,0,7,1,0
716587,4,2,0,0
716586,3,3,0,1
716580,2,0,0,0
716581,3,6,1,0
716579,1,2,1,0
716582,4,4,0,1
716583,3,0,0,0
716576,0,3,1,0
716574,1,0,0,0
716575,0,4,1,0
716573,6,2,0,0
716577,0,3,1,0
716578,3,4,1,0
716572,4,3,0,0
716571,1,0,0,0
716570,3,0,0,0
716567,0,3,1,0
716569,5,2,0,0
716568,2,1,0,0
716550,1,4,1,0
716566,0,0,0,1
716564,5,1,0,0
716565,4,5,1,0
716562,1,0,0,0
716563,4,3,0,0
716561,0,8,1,0
716560,3,5,1,0
716555,3,2,0,0
716556,1,5,1,0
716559,1,5,1,0
716557,5,1,0,0
716558,3,2,0,0
716554,4,1,0,0
716552,0,0,0,1
716553,1,1,0,1
716551,0,2,1,0
716548,0,2,1,0
716545,2,4,1,0
716549,1,9,1,0
716546,0,6,1,0
716547,4,1,0,0
716542,3,0,0,0
716543,1,0,0,0
716541,3,5,1,0
716540,1,0,0,0
716544,5,1,0,0
716538,2,0,0,0
716537,5,1,0,0
716536,2,3,1,0
716529,3,1,0,0
716534,1,4,1,0
716535,1,1,0,1
716539,3,0,0,0
716532,4,1,0,0
716531,0,1,1,0
716533,1,1,0,1
716530,3,1,0,0
716526,3,11,1,0
716527,3,0,0,0
716528,3,5,1,0
716524,1,2,1,0
716522,2,0,0,0
716523,1,2,1,0
716525,1,0,0,0
716520,4,1,0,0
716521,0,7,1,0
716517,2,7,1,0
716518,1,5,1,0
716515,5,3,0,0
716519,3,2,0,0
716514,5,3,0,0
716516,0,0,0,1
716512,2,0,0,0
716511,4,8,1,0
716510,2,1,0,0
716509,4,2,0,0
716506,0,2,1,0
716513,1,12,1,0
716507,4,13,1,0
716508,1,0,0,0
716505,2,4,1,0
716504,6,1,0,0
716499,1,3,1,0
716500,2,1,0,0
716501,6,1,0,0
716503,3,1,0,0
716502,1,0,0,0
716497,8,6,0,0
716495,4,1,0,0
716494,2,0,0,0
716498,2,2,0,1
716491,2,0,0,0
716496,6,1,0,0
716492,0,3,1,0
716489,0,2,1,0
716490,3,4,1,0
716493,3,0,0,0
716488,5,0,0,0
716484,1,2,1,0
716486,0,3,1,0
716487,2,3,1,0
716479,0,1,1,0
716482,13,0,0,0
716481,2,0,0,0
716485,6,3,0,0
716480,0,6,1,0
716483,5,6,1,0
716478,0,1,1,0
716477,0,8,1,0
716473,4,2,0,0
716475,3,3,0,1
716472,2,1,0,0
716476,0,1,1,0
716474,2,0,0,0
716465,1,0,0,0
716469,3,2,0,0
716466,2,6,1,0
716470,1,2,1,0
716463,0,5,1,0
716468,0,0,0,1
716460,0,4,1,0
716464,1,0,0,0
716462,1,9,1,0
716461,0,2,1,0
716455,3,0,0,0
716457,0,1,1,0
716456,0,5,1,0
716467,4,3,0,0
716471,2,2,0,1
716452,5,3,0,0
716459,1,2,1,0
716453,2,1,0,0
716458,2,0,0,0
716450,5,1,0,0
716451,2,0,0,0
716447,1,6,1,0
716448,6,5,0,0
716445,3,2,0,0
716449,2,1,0,0
716446,2,7,1,0
716442,2,0,0,0
716444,0,9,1,0
716454,0,5,1,0
716439,2,2,0,1
716440,0,1,1,0
716436,4,0,0,0
716441,1,0,0,0
716443,1,3,1,0
716438,0,3,1,0
716424,7,1,0,0
716435,8,7,0,0
716434,0,1,1,0
716433,1,0,0,0
716432,0,0,0,1
716431,0,0,0,1
716428,7,3,0,0
716429,5,0,0,0
716421,0,7,1,0
716427,9,4,0,0
716423,4,1,0,0
716422,1,9,1,0
716437,2,0,0,0
716425,0,5,1,0
716430,2,2,0,1
716417,3,0,0,0
716411,0,4,1,0
716418,0,4,1,0
716419,3,0,0,0
716416,1,4,1,0
716414,0,6,1,0
716415,6,6,0,1
716413,4,0,0,0
716412,3,1,0,0
716410,4,2,0,0
716408,1,0,0,0
716406,4,1,0,0
716420,2,0,0,0
716407,4,3,0,0
716426,1,2,1,0
716400,1,0,0,0
716401,3,0,0,0
716396,0,2,1,0
716409,3,1,0,0
716402,0,1,1,0
716403,0,3,1,0
716404,0,0,0,1
716399,1,5,1,0
716405,3,9,1,0
716397,2,1,0,0
716398,0,3,1,0
716395,7,4,0,0
716390,2,0,0,0
716392,0,8,1,0
716394,4,6,1,0
716391,1,0,0,0
716387,4,6,1,0
716389,4,10,1,0
716385,0,3,1,0
716388,14,2,0,0
716386,1,5,1,0
716384,0,0,0,1
716379,0,8,1,0
716382,3,2,0,0
716393,4,11,1,0
716380,0,1,1,0
716383,4,4,0,1
716376,0,4,1,0
716378,2,2,0,1
716374,6,0,0,0
716375,2,2,0,1
716373,9,6,0,0
716377,0,0,0,1
716372,5,11,1,0
716366,5,0,0,0
716369,3,5,1,0
716370,1,0,0,0
716368,6,0,0,0
716381,1,1,0,1
716371,1,0,0,0
716367,2,0,0,0
716363,0,0,0,1
716362,0,0,0,1
716365,0,6,1,0
716357,10,3,0,0
716361,2,5,1,0
716358,6,0,0,0
716360,0,1,1,0
716359,2,1,0,0
716355,1,1,0,1
716354,5,5,0,1
716356,0,0,0,1
716352,0,5,1,0
716364,0,3,1,0
716353,2,4,1,0
745444,1,2,1,0
746175,10,8,0,0
747060,1,7,1,0
746737,0,7,1,0
745445,1,2,1,0
746165,1,5,1,0
745116,1,1,0,1
746335,2,1,0,0
746821,1,0,0,0
746089,2,5,1,0
746418,3,4,1,0
745039,1,1,0,1
745687,6,0,0,0
747224,1,16,1,0
745283,4,2,0,0
745848,2,1,0,0
745604,0,2,1,0
745117,1,5,1,0
746091,4,1,0,0
746412,0,1,1,0
747223,1,3,1,0
745682,5,2,0,0
745276,0,0,0,1
745435,4,1,0,0
746167,0,5,1,0
745850,6,2,0,0
746818,4,6,1,0
747063,1,3,1,0
745599,7,4,0,0
745684,7,3,0,0
746736,2,4,1,0
745119,0,3,1,0
746333,0,0,0,1
746087,5,2,0,0
745037,2,5,1,0
745436,3,0,0,0
746410,1,3,1,0
747221,7,4,0,0
746168,0,2,1,0
745278,1,1,0,1
747062,4,1,0,0
745602,3,2,0,0
746739,3,3,0,1
745115,7,1,0,0
746090,4,6,1,0
745845,3,1,0,0
746332,0,10,1,0
746815,2,1,0,0
746413,3,1,0,0
745035,5,5,0,1
745683,0,3,1,0
